,Model,Label,location,energyscore,it
218,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.38651296393222,36
219,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.40082447002004,36
220,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.55063591143619,36
221,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.0930626254023,36
222,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.8995964099001,37
223,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.4565195710865,37
224,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.3506313926116,37
225,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.42992762997444,37
226,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.62235304499012,37
227,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.17579477529891,37
228,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.95741312312319,38
229,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.52792477937012,38
230,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.31785249334365,38
231,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.46723684121643,38
232,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.61609966557614,38
233,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.2272808590758,38
234,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.94815457966551,39
235,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.4098104088308,39
236,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.34137555441654,39
237,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.36668741576925,39
238,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.57788357364119,39
239,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.27243502392234,39
240,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.85038646318881,40
241,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.47206356265715,40
242,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.41450596959913,40
243,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.35755185451956,40
244,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.47682756094592,40
245,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.18572526020468,40
246,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.95917754169032,41
247,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.36829721409843,41
248,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.19718824405747,41
249,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.35176775071352,41
250,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.53349679636453,41
251,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.23762881052305,41
252,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.96891999468023,42
253,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.37311484194225,42
254,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.4003551663118,42
255,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.31257992960751,42
256,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.53681453607985,42
257,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.27843289694006,42
258,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.8231234914136,43
259,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.4204657605108,43
260,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.24610135454843,43
261,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.38727603788604,43
262,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.40735090868031,43
263,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.28042461178626,43
264,MOBS_NEU-GLEAM_FLU,Scenario A,US,76.02445061375917,44
265,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.42285353487931,44
266,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.25382982865534,44
267,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.42598385319145,44
268,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.62779585472228,44
269,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.15235123089641,44
270,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.91080265341034,45
271,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.40277769433018,45
272,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.25354750853025,45
273,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.34804782380886,45
274,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.5745808306143,45
275,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.21938056334501,45
276,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.90160610583456,46
277,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.42591414320555,46
278,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.4731201393057,46
279,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.33215143930788,46
280,MOBS_NEU-GLEAM_FLU,Scenario E,US,71.51128771570623,46
281,MOBS_NEU-GLEAM_FLU,Scenario F,US,65.18078895239861,46
282,MOBS_NEU-GLEAM_FLU,Scenario A,US,75.94973089629077,47
283,MOBS_NEU-GLEAM_FLU,Scenario B,US,85.46888547523338,47
284,MOBS_NEU-GLEAM_FLU,Scenario C,US,73.27054826447822,47
285,MOBS_NEU-GLEAM_FLU,Scenario D,US,77.28660406802935,47
